id,baseMean,log2FoldChange,pvalue,padj
ENSDARG00000052336,798.4631844,0.567157484,0.000251087,0.014087992
ENSDARG00000087935,165.28593,-0.609232744,0.000252033,0.014087992
ENSDARG00000074570,1354.233183,0.423510206,0.000252148,0.014087992
ENSDARG00000059238,8158.622327,0.204079584,0.000252374,0.014087992
ENSDARG00000043035,1808.547664,-0.378496988,0.000253964,0.014138031
ENSDARG00000035768,1597.24481,-0.338822643,0.000257756,0.01431004
ENSDARG00000096426,407.8672442,0.582667612,0.000260496,0.014422826
ENSDARG00000095167,538.8648709,0.454777227,0.000261771,0.014424005
ENSDARG00000015495,2432.227768,0.520292521,0.000261933,0.014424005
ENSDARG00000074029,21.51529496,0.829569516,0.000267712,NA
ENSDARG00000042904,6752.323867,0.284639217,0.000270017,0.014829092
ENSDARG00000011983,2074.207054,0.612910623,0.000271157,0.014851686
ENSDARG00000013489,3827.472458,0.527558054,0.000272138,0.014865459
ENSDARG00000031317,8098.410084,-0.396433768,0.000276464,0.015061368
ENSDARG00000030722,1988.507854,-0.414044847,0.000280147,0.01522134
ENSDARG00000068507,14989.49312,0.331305526,0.000283035,0.015337316
ENSDARG00000038716,54784.77067,-0.408507803,0.000287402,0.015532687
ENSDARG00000056090,15949.32133,-0.201405633,0.000289216,0.015589345
ENSDARG00000040024,915.9613265,-0.325309861,0.000295275,0.015873966
ENSDARG00000045976,1358.257494,0.245165584,0.00030081,0.016128967
ENSDARG00000026072,2047.887603,-0.320004926,0.000303411,0.016225704
ENSDARG00000075617,210.8041369,0.64393112,0.000308538,0.016411538
ENSDARG00000091271,914.8792712,-0.309995118,0.000309761,0.016411538
ENSDARG00000051783,99241.77503,0.145586895,0.000310405,0.016411538
ENSDARG00000016736,2199.299133,0.301609478,0.000310759,0.016411538
ENSDARG00000041911,335.9414799,0.376859256,0.000310913,0.016411538
ENSDARG00000092110,3883.453914,-0.396614533,0.000312415,0.016448207
ENSDARG00000088268,752.9104954,-0.64003136,0.000313546,0.016465183
ENSDARG00000043722,4387.979805,0.685456534,0.000316185,0.016561127
ENSDARG00000040110,1424.126787,-0.281496688,0.000317402,0.016582246
ENSDARG00000020850,485856.2874,0.270994354,0.000319089,0.016627743
ENSDARG00000094473,254.0131595,0.797856203,0.000325516,0.016893879
ENSDARG00000009443,32152.38405,0.566579011,0.000325855,0.016893879
ENSDARG00000044622,441.660038,-0.371225508,0.000326834,0.016901655
ENSDARG00000017314,78854.90485,0.508558445,0.00032791,0.016914343
ENSDARG00000077395,35.68165875,-0.816302633,0.000337161,NA
ENSDARG00000052307,2102.809381,0.303110714,0.000343115,0.017653939
ENSDARG00000079675,5179.197449,-0.386992441,0.000344914,0.017701815
ENSDARG00000029822,8653.589934,0.509369185,0.000355112,0.018179411
ENSDARG00000003113,6850.798035,0.451651869,0.000356092,0.018183874
ENSDARG00000041179,1821.614032,0.341096709,0.000360394,0.018355379
ENSDARG00000037894,411.3951968,0.386008364,0.000361252,0.018355379
ENSDARG00000003675,1311.980321,-0.418066072,0.000363584,0.018427932
ENSDARG00000052942,1308.6173,0.360159128,0.000367637,0.018562702
ENSDARG00000091834,1782.42877,0.674709362,0.000368065,0.018562702
ENSDARG00000019294,1113.777957,0.647819576,0.000369496,0.018572662
ENSDARG00000019318,5063.92879,-0.210489854,0.000370086,0.018572662
ENSDARG00000069335,701.1737352,-0.398973204,0.000376935,0.018858432
ENSDARG00000094727,3280.805687,-0.222076786,0.000377631,0.018858432
ENSDARG00000029766,895.6233295,0.400193234,0.000382454,0.019052581
ENSDARG00000068969,215.1411727,-0.738844778,0.000386973,0.019151116
ENSDARG00000094377,402.9758827,0.41423423,0.000387493,0.019151116
ENSDARG00000036189,139.8718024,0.722868054,0.000388132,0.019151116
ENSDARG00000036456,7008.814237,0.324033164,0.000388192,0.019151116
ENSDARG00000062494,1245.617585,-0.472075658,0.000391998,0.01927023
ENSDARG00000063190,561.7529779,0.611889724,0.000392498,0.01927023
ENSDARG00000094438,1209.335743,0.577963435,0.000393538,0.019274866
ENSDARG00000052470,2988.804516,0.378674723,0.000401291,0.019607449
ENSDARG00000001976,269.1489961,0.54893553,0.000402948,0.019641313
ENSDARG00000002644,4613.435231,0.234365969,0.00041854,0.020352638
ENSDARG00000078674,719.6438235,-0.717216002,0.000425645,0.020648872
ENSDARG00000096046,6289.723979,0.222419613,0.000431607,0.02088833
ENSDARG00000075958,288.3158103,0.679500115,0.00043313,0.020912386
ENSDARG00000096077,2310.168299,0.31518367,0.00043766,0.021081153
ENSDARG00000018961,6548.518946,0.546963945,0.000441001,0.021191972
ENSDARG00000024847,10108.26862,-0.531286637,0.000449128,0.021531735
ENSDARG00000075697,1880.999615,0.335062022,0.000455957,0.021807821
ENSDARG00000095965,244.3789664,0.452737751,0.000458242,0.021865766
ENSDARG00000038639,891.1277171,0.423485294,0.000461706,0.021979564
ENSDARG00000094242,176.1787377,0.689244129,0.000464277,0.02205045
ENSDARG00000031240,1327.085889,0.55833534,0.000469351,0.022239585
ENSDARG00000090185,2716.712894,0.377070668,0.000473617,0.02238965
ENSDARG00000087911,1457.495994,0.592778772,0.000476666,0.022481619
ENSDARG00000016483,293.2471788,0.495562073,0.000480837,0.022625991
ENSDARG00000003854,5389.504671,-0.343121142,0.00048999,0.022942003
ENSDARG00000009040,4067.976684,0.279669848,0.000490183,0.022942003
ENSDARG00000088202,1786.912456,-0.282949349,0.000490931,0.022942003
ENSDARG00000079166,1595.743105,0.523045538,0.000497111,0.023177657
ENSDARG00000022650,1213.710822,0.518876831,0.000507583,0.023593858
ENSDARG00000069194,111.7970073,0.563575255,0.000508354,0.023593858
ENSDARG00000027491,843.4973239,0.523082672,0.000512007,0.023709423
ENSDARG00000068217,560.6136095,0.409928355,0.000515731,0.023814421
ENSDARG00000040076,2073.383731,-0.470983148,0.000517104,0.023814421
ENSDARG00000076735,878.6197588,-0.253741357,0.000517781,0.023814421
ENSDARG00000010946,1494.653057,0.501139308,0.000528732,0.024263323
ENSDARG00000020169,3111.155344,-0.216302998,0.000531255,0.024324328
ENSDARG00000007737,2922.197941,0.400058746,0.00053506,0.02443626
ENSDARG00000056875,2972.742897,0.568009934,0.000536099,0.02443626
ENSDARG00000038429,3758.997013,0.291677474,0.000539136,0.024519877
ENSDARG00000012592,3175.963145,-0.211620537,0.000542499,0.024617837
ENSDARG00000026039,2345.958532,0.430745169,0.000547902,0.024807792
ENSDARG00000004078,3119.419389,0.386313603,0.000549998,0.024815981
ENSDARG00000077785,2396.597916,0.448948477,0.000550519,0.024815981
ENSDARG00000015476,112.235578,0.749023694,0.000552826,0.024864986
ENSDARG00000032584,846.7136821,-0.389214349,0.000564405,0.025314831
ENSDARG00000056998,514.9063671,0.327750218,0.000565313,0.025314831
ENSDARG00000076623,6230.392383,-0.288611355,0.000568995,0.025423856
ENSDARG00000017193,89.48268247,0.731156284,0.000573165,NA
ENSDARG00000039492,1264.025818,-0.49815874,0.000599243,0.026716786
ENSDARG00000094951,1072.802719,0.697149467,0.000604111,0.026853221
ENSDARG00000063419,582.2796513,-0.311735551,0.000604939,0.026853221
ENSDARG00000070029,2707.225431,-0.472050098,0.000608963,0.026973084
ENSDARG00000013685,1142.041793,0.521319015,0.000626135,0.027673536
ENSDARG00000076913,416.5322782,-0.385053862,0.000649337,0.02863689
ENSDARG00000067607,1409.367125,0.474771408,0.000651513,0.028670802
ENSDARG00000042071,3298.441506,0.281170346,0.000656713,0.028837345
ENSDARG00000076386,1778.59105,0.548227272,0.000662752,0.029039928
ENSDARG00000012539,186.928805,0.695566795,0.0006649,0.029071536
ENSDARG00000043951,144.0707598,0.507429377,0.000669705,0.029218929
ENSDARG00000055791,428.6459509,0.349046493,0.000674058,0.029337585
ENSDARG00000070844,13156.6162,0.49542791,0.000675304,0.029337585
ENSDARG00000007465,138.9172136,0.759519297,0.000678748,0.029424433
ENSDARG00000024548,7945.264058,0.272407241,0.000682197,0.029511191
ENSDARG00000053862,5462.153735,0.302233396,0.000684991,0.029569278
ENSDARG00000053911,8.774726505,0.656452019,0.000685013,NA
ENSDARG00000071009,1468.021605,-0.435359457,0.000689268,0.029690995
ENSDARG00000054127,45.70058919,0.771860644,0.000695434,NA
ENSDARG00000019496,4174.838371,-0.320166959,0.000697106,0.029959837
ENSDARG00000005419,171.2571788,-0.703152026,0.00069845,0.029959837
ENSDARG00000038141,8906.381402,0.224226585,0.000706363,0.030235586
ENSDARG00000074754,82.59653772,0.763695494,0.000715469,NA
ENSDARG00000062381,549.4512162,0.411347491,0.000718369,0.030670735
ENSDARG00000052039,3006.694002,-0.471975462,0.000719539,0.030670735
ENSDARG00000043226,2598.923224,-0.409154706,0.000738224,0.031356266
ENSDARG00000070452,809.6976515,0.417863112,0.0007387,0.031356266
ENSDARG00000093349,616.1363549,-0.715957061,0.00074387,0.03138585
ENSDARG00000094738,160.0215771,-0.575204529,0.000743951,0.03138585
ENSDARG00000076251,281.3341523,0.448147949,0.000744018,0.03138585
ENSDARG00000057859,442.7366876,-0.436081582,0.000756822,0.031832732
ENSDARG00000073742,144008.4794,0.477639625,0.000760492,0.031832732
ENSDARG00000094416,1068.353364,0.486361076,0.000761729,0.031832732
ENSDARG00000056914,392.9155867,-0.381096117,0.000762796,0.031832732
ENSDARG00000089441,2873.649496,-0.317104918,0.000763508,0.031832732
ENSDARG00000019950,653.5501976,0.362629406,0.000763986,0.031832732
ENSDARG00000091800,3271.490224,0.542185473,0.000769715,0.032006013
ENSDARG00000096419,1169.909585,-0.283839709,0.000775755,0.032191467
ENSDARG00000041864,2431.505888,0.316969285,0.000778562,0.032242278
ENSDARG00000090364,47794.0303,-0.317120267,0.000787,0.032510652
ENSDARG00000079274,133278.9218,0.477657312,0.000788234,0.032510652
ENSDARG00000092038,30.08626145,0.732321316,0.000788255,NA
ENSDARG00000041925,7050.131782,0.310501011,0.000795542,0.03274581
ENSDARG00000094223,14.42216801,-0.757460762,0.000801895,NA
ENSDARG00000077967,1644.065017,0.28613682,0.000811555,0.033337557
ENSDARG00000042077,967.4499576,-0.338834612,0.000818816,0.033532084
ENSDARG00000068888,910.2542569,-0.475060608,0.000819582,0.033532084
ENSDARG00000040911,1043.696376,-0.299954608,0.000821989,0.033563178
ENSDARG00000074319,1032.098756,0.359709897,0.000840186,0.034237561
ENSDARG00000041051,2732.194642,0.319275916,0.000845487,0.034316823
ENSDARG00000086362,162.895903,0.490715069,0.000845499,0.034316823
ENSDARG00000071159,388.1941194,0.494973942,0.000851359,0.034485972
ENSDARG00000013787,250.7034228,0.433191057,0.000854811,0.034557072
ENSDARG00000061169,5660.029368,-0.254451645,0.000856867,0.034571618
ENSDARG00000007628,7811.950543,0.308487465,0.00086463,0.034791168
ENSDARG00000038694,2376.036339,0.321686955,0.000865724,0.034791168
ENSDARG00000014053,1403.500723,0.445069974,0.000870157,0.034900492
ENSDARG00000014248,568.2097872,-0.440774073,0.000877276,0.03511688
ENSDARG00000003061,2709.9452,-0.244542313,0.000882558,0.035259043
ENSDARG00000058968,418.999749,-0.403176414,0.000899916,0.035872798
ENSDARG00000039619,2976.533768,0.231189386,0.00090287,0.035872798
ENSDARG00000035831,654.5566948,0.401079449,0.000903202,0.035872798
ENSDARG00000087873,410.2487057,-0.609551665,0.000905068,0.035876982
ENSDARG00000092263,769.3226302,0.54588475,0.000913445,0.036138731
ENSDARG00000094670,48.01592322,-0.680049418,0.000916736,NA
ENSDARG00000038267,1300.518518,0.4068367,0.000917977,0.036183137
ENSDARG00000006677,599.1088465,-0.276101219,0.000918119,0.036183137
ENSDARG00000061444,243.7792714,-0.532163375,0.000927423,0.036479229
ENSDARG00000074996,1012.937724,0.272922689,0.000933926,0.036660473
ENSDARG00000025299,152.583802,-0.475821053,0.000935629,0.036660473
ENSDARG00000091969,48.65338122,-0.747040326,0.000936537,NA
ENSDARG00000088554,1615.395103,0.257583547,0.000949525,0.037133553
ENSDARG00000074486,286.1267389,0.395425175,0.000957105,0.03735828
ENSDARG00000041104,1736.87195,0.376291018,0.000967819,0.037642673
ENSDARG00000074635,2770.550613,0.569424311,0.000968659,0.037642673
ENSDARG00000035569,798.1298602,0.530497679,0.000969934,0.037642673
ENSDARG00000044039,121.652627,0.471835361,0.000971958,0.037649514
ENSDARG00000094892,317.2045743,-0.523728522,0.000979437,0.037867228
ENSDARG00000091321,73.82640993,-0.628113529,0.000984377,NA
ENSDARG00000091600,967.9317014,0.649490284,0.000987301,0.038098986
ENSDARG00000037191,1333.311527,-0.360634748,0.000989205,0.038100271
ENSDARG00000044521,25832.77523,0.174039609,0.00099705,0.038329992
ENSDARG00000082168,5.075204539,0.590338549,0.001013213,NA
ENSDARG00000060584,549.4164498,-0.418196585,0.001017931,0.038988383
ENSDARG00000039880,1945.141513,-0.344152783,0.001018003,0.038988383
ENSDARG00000090630,24.94510053,-0.743437565,0.00102522,NA
ENSDARG00000058688,4280.774134,0.432189547,0.001026296,0.039232216
ENSDARG00000013453,101.252152,0.747744595,0.001028824,0.039255229
ENSDARG00000005058,4134.382952,-0.327076201,0.00103282,0.039259085
ENSDARG00000068477,204.2506266,0.615507507,0.001033127,0.039259085
ENSDARG00000095818,1407.326047,-0.444952609,0.001034706,0.039259085
ENSDARG00000022978,1716.650814,-0.240374735,0.001036723,0.039262528
ENSDARG00000039714,155.9985836,-0.521651119,0.001040931,0.039348749
ENSDARG00000091947,774.4069552,-0.279328622,0.001049212,0.039469135
ENSDARG00000061140,4165.324407,-0.304316702,0.00104989,0.039469135
ENSDARG00000043460,227.093262,0.468316456,0.001050846,0.039469135
ENSDARG00000044135,23152.92708,-0.183656236,0.001052993,0.039469135
ENSDARG00000070956,2238.446408,-0.520296836,0.001055099,0.039469135
ENSDARG00000024503,3571.974512,0.46357043,0.001056689,0.039469135
ENSDARG00000028824,379.5309444,0.668116242,0.001058081,0.039469135
ENSDARG00000010728,1252.153028,0.234628161,0.001059613,0.039469135
ENSDARG00000035120,2078.685599,0.439110306,0.001070278,0.039793648
ENSDARG00000057027,4183.696335,-0.390113383,0.001086932,0.04022584
ENSDARG00000043275,282.3708143,0.39769806,0.001087124,0.04022584
ENSDARG00000019930,709.0116863,0.355951714,0.001087825,0.04022584
ENSDARG00000056845,1099.908808,-0.553960299,0.001089987,0.040232774
ENSDARG00000053875,11635.25739,0.285571428,0.001092822,0.040264463
ENSDARG00000008859,693.5975742,0.404348384,0.001097434,0.040361388
ENSDARG00000053509,634.4728743,-0.389823326,0.001101123,0.040424107
ENSDARG00000069934,1798.526058,0.390956647,0.001107198,0.040574019
ENSDARG00000041182,78643.44453,0.134085295,0.001132466,0.041425488
ENSDARG00000005897,1042.434394,-0.310298957,0.001137457,0.041533505
ENSDARG00000090254,27.94938186,0.72240376,0.001139336,NA
ENSDARG00000075785,110.0989221,-0.591511947,0.001139656,0.041539331
ENSDARG00000077606,64.55128122,-0.708303436,0.001140112,NA
ENSDARG00000077811,3266.866241,0.215387599,0.00114396,0.041621757
ENSDARG00000087618,306.605697,-0.533586162,0.001147013,0.041658465
ENSDARG00000071224,3064.880804,-0.212535032,0.001157986,0.041982146
ENSDARG00000026325,908.0132479,-0.386007059,0.001162365,0.042030104
ENSDARG00000079620,201.4258772,0.485803761,0.001163435,0.042030104
ENSDARG00000070429,1047.460815,-0.681174129,0.001183162,0.042448386
ENSDARG00000014373,213.587698,0.726317893,0.001183797,0.042448386
ENSDARG00000092162,452.3218738,0.503734443,0.001183809,0.042448386
ENSDARG00000087805,116.0613644,0.582504633,0.001185385,0.042448386
ENSDARG00000091927,147.0577495,0.546240378,0.00118703,0.042448386
ENSDARG00000062837,1100.687372,0.375607758,0.001190321,0.042448386
ENSDARG00000089130,469.2497634,0.447101542,0.001190963,0.042448386
ENSDARG00000031683,8000.488995,0.390735811,0.00119168,0.042448386
ENSDARG00000017400,550.7295798,0.495852089,0.001193923,0.042454058
ENSDARG00000091506,59.24229493,-0.677063946,0.001212497,NA
ENSDARG00000016485,779.7364294,0.502043351,0.001212973,0.043056328
ENSDARG00000076790,1971.607425,0.595720743,0.001236919,0.043829947
ENSDARG00000061375,3966.213947,0.509266825,0.00123929,0.04383641
ENSDARG00000079337,866.8094498,-0.694438879,0.001241639,0.04383641
ENSDARG00000044537,9020.787369,-0.313290257,0.001245412,0.04383641
ENSDARG00000018153,118.7392193,0.693126656,0.001246073,0.04383641
ENSDARG00000078311,1841.500733,0.333487697,0.001249357,0.04383641
ENSDARG00000069593,16.46060736,0.720750865,0.001249745,NA
ENSDARG00000051855,833.4530822,-0.414312448,0.00125001,0.04383641
ENSDARG00000019156,590.3075088,-0.410729161,0.001254174,0.043906868
ENSDARG00000078080,574.8872674,-0.346131242,0.001259071,0.044002706
ENSDARG00000037836,834.1058054,0.506569486,0.001265498,0.044151568
ENSDARG00000013252,533.4058579,0.359690908,0.00127496,0.044340064
ENSDARG00000014106,9865.591661,-0.289754689,0.001275253,0.044340064
ENSDARG00000096003,3270.557231,-0.30317961,0.001284656,0.044590916
ENSDARG00000003475,373.6650381,0.355088042,0.001290096,0.044678114
ENSDARG00000053446,3536.222949,-0.338256145,0.001291554,0.044678114
ENSDARG00000052304,13306.09713,-0.287694365,0.001303245,0.044941341
ENSDARG00000055731,475.5718548,-0.328817527,0.001303575,0.044941341
ENSDARG00000089574,854.0830638,-0.36388653,0.001306748,0.044963741
ENSDARG00000036073,2695.048767,0.328905695,0.001308638,0.044963741
ENSDARG00000011122,2048.188486,0.56694744,0.001317153,0.045180116
ENSDARG00000094982,2577.627474,-0.215913606,0.001322271,0.045279455
ENSDARG00000042561,1832.276732,-0.299312045,0.001328778,0.045376323
ENSDARG00000090914,305.1743007,0.538425746,0.001329554,0.045376323
ENSDARG00000037640,1535.048312,-0.325279595,0.001337991,0.045587902
ENSDARG00000081103,204.0789683,-0.549474298,0.001350554,0.045939145
ENSDARG00000092339,16.3552023,0.719177502,0.001364463,NA
ENSDARG00000042993,85766.45093,0.419133467,0.001368484,0.046395678
ENSDARG00000010953,1334.417591,0.300226744,0.00136853,0.046395678
ENSDARG00000073718,318.5330275,-0.508406147,0.001372168,0.046428937
ENSDARG00000091127,1317.793039,0.350538512,0.001374069,0.046428937
ENSDARG00000076182,338.6360023,0.553920845,0.001390978,0.046849326
ENSDARG00000041065,3762.700299,-0.55742359,0.001391109,0.046849326
ENSDARG00000045372,556.243596,-0.377901354,0.001401046,0.046872812
ENSDARG00000092290,697.566042,-0.336249515,0.001401346,0.046872812
ENSDARG00000061233,4484.867574,0.457182161,0.001402799,0.046872812
ENSDARG00000090375,431.0464136,-0.525367984,0.001402932,0.046872812
ENSDARG00000094518,271.3418352,0.392865979,0.001403309,0.046872812
ENSDARG00000076196,505.5704451,0.573020542,0.001420148,0.047297288
ENSDARG00000005098,1167.815106,-0.346350882,0.00142066,0.047297288
ENSDARG00000025671,551.5623803,-0.522469356,0.001439071,0.047832098
ENSDARG00000035987,824.9404964,-0.257231199,0.001444415,0.047931532
ENSDARG00000090916,1038.7046,0.559534589,0.001447936,0.047970223
ENSDARG00000036940,205.2609927,-0.561348978,0.001457504,0.048032822
ENSDARG00000060437,310.1133428,0.397406794,0.001459237,0.048032822
ENSDARG00000056885,110.8938733,0.614451827,0.00146086,0.048032822
ENSDARG00000039299,335.8788624,0.508528775,0.001462013,0.048032822
ENSDARG00000037012,4911.428467,0.327843914,0.001463329,0.048032822
ENSDARG00000055618,215138.5264,-0.359490826,0.001466195,0.048032822
ENSDARG00000012422,22539.1548,-0.446949887,0.001466327,0.048032822
ENSDARG00000023759,295.0513748,0.390480573,0.001476125,0.048276159
ENSDARG00000015385,3198.486849,-0.231267777,0.001490792,0.048579884
ENSDARG00000079184,1181.348712,-0.288315976,0.001492,0.048579884
ENSDARG00000043554,606.084176,-0.435968197,0.001492565,0.048579884
ENSDARG00000038097,805.0091189,0.354243302,0.001495881,0.048610168
ENSDARG00000057147,4999.297961,-0.341498995,0.001498287,0.048610822
ENSDARG00000007906,946.3352281,0.679195543,0.001504334,0.04872943
ENSDARG00000008100,2645.556194,0.264206878,0.001511727,0.048891177
ENSDARG00000092575,74.89635358,-0.684041694,0.001521589,NA
ENSDARG00000037429,505.9001902,-0.360407295,0.00152412,0.049146984
ENSDARG00000057789,1413.892806,0.563213826,0.001525344,0.049146984
ENSDARG00000095994,666.7592695,0.35719754,0.001527005,0.049146984
ENSDARG00000077070,277.4081453,-0.380617628,0.001529285,0.049146984
ENSDARG00000090549,317.9212147,-0.465687624,0.001532085,0.049159422
ENSDARG00000022165,4351.397628,-0.335498639,0.001538209,0.049278308
ENSDARG00000015164,6508.465494,0.571275215,0.001543997,0.049386094
ENSDARG00000004187,745.0006196,0.540111988,0.001550177,0.049506047
ENSDARG00000089235,43.68585449,-0.675633271,0.001564158,NA
ENSDARG00000077484,262.3407227,-0.415336591,0.001564684,0.049815515
ENSDARG00000089988,866.231784,-0.31553068,0.001564757,0.049815515
ENSDARG00000035573,851.0794342,-0.4108023,0.001576257,0.050072057
ENSDARG00000087143,4489.812499,0.525426511,0.001577731,0.050072057
ENSDARG00000075555,565.1667696,-0.368239743,0.001585575,0.050197512
ENSDARG00000036017,158.9202309,-0.612274475,0.001588203,0.050197512
ENSDARG00000039211,7938.552394,0.220984358,0.001589075,0.050197512
ENSDARG00000085301,2450.882735,0.193421513,0.001594358,0.050286444
ENSDARG00000054864,5447.474184,0.429306266,0.001598957,0.050353547
ENSDARG00000021494,1463.74104,0.47374221,0.001602842,0.050398011
ENSDARG00000007276,44498.77354,0.446309365,0.001616352,0.050744497
ENSDARG00000037357,108.7628023,0.716201169,0.001641402,0.051451631
ENSDARG00000019360,11343.7388,0.342941271,0.001646144,0.051521012
ENSDARG00000063610,1145.169507,0.268890947,0.001660127,0.051817216
ENSDARG00000078251,1054.80399,0.330809327,0.001660694,0.051817216
ENSDARG00000079647,6261.073894,0.410985987,0.001669244,0.051928884
