id,baseMean,log2FoldChange,pvalue,padj
ENSDARG00000075748,651.045533,-0.019904757,0.856067011,0.957267184
ENSDARG00000094268,49.08848134,0.036319846,0.856113865,NA
ENSDARG00000092972,68.16564304,-0.032635668,0.856177445,NA
ENSDARG00000092825,21.29747352,0.040775629,0.856410625,NA
ENSDARG00000091160,832.7306301,-0.033899305,0.856445518,0.957637879
ENSDARG00000093181,10.89228062,-0.040479024,0.856449786,NA
ENSDARG00000086903,92.33838049,0.038257398,0.856641609,0.957750003
ENSDARG00000086385,448.9885222,0.022673445,0.856662583,0.957750003
ENSDARG00000060944,151.418407,0.030785426,0.856686812,0.957750003
ENSDARG00000095555,19.64944788,-0.035747128,0.856749131,NA
ENSDARG00000058464,20.66934723,0.041120657,0.856768425,NA
ENSDARG00000002795,354.2087277,0.025763738,0.85677393,0.957753795
ENSDARG00000087410,48.99434697,0.038916452,0.856787706,NA
ENSDARG00000078734,429.3600078,0.019478378,0.856799584,0.957753795
ENSDARG00000074121,1936.327747,0.020700633,0.856874303,0.957753795
ENSDARG00000095604,55.83789713,0.039957325,0.856906928,NA
ENSDARG00000069044,807.8737987,-0.02742861,0.856974923,0.957753795
ENSDARG00000067634,2507.789573,-0.014712377,0.856978617,0.957753795
ENSDARG00000081895,13.65630059,0.040425593,0.857012953,NA
ENSDARG00000067676,741.4394665,-0.019973569,0.857015347,0.957753795
ENSDARG00000034430,213.1567669,0.024846868,0.857019249,0.957753795
ENSDARG00000079003,235.1553072,-0.029410251,0.857165382,0.957764477
ENSDARG00000061177,817.306077,0.020512734,0.857170903,0.957764477
ENSDARG00000019699,870.5558092,-0.014494966,0.857313295,0.957764477
ENSDARG00000077920,521.1110464,-0.019354472,0.857334195,0.957764477
ENSDARG00000055426,336.868087,0.025911912,0.857362138,0.957764477
ENSDARG00000026048,1334.136785,-0.02069323,0.857373063,0.957764477
ENSDARG00000006838,228.1518324,0.027511739,0.857433128,0.957764477
ENSDARG00000074009,168.2665347,0.028062681,0.85747078,0.957764477
ENSDARG00000031049,795.7808499,-0.030127382,0.857479361,0.957764477
ENSDARG00000071410,386.9046095,-0.026230932,0.857498876,0.957764477
ENSDARG00000093511,19.59712123,-0.040841027,0.85754225,NA
ENSDARG00000054789,364.509114,0.026500429,0.857597038,0.957773004
ENSDARG00000080699,15.16962298,0.040854387,0.857621895,NA
ENSDARG00000029474,1594.566354,0.012547107,0.857634995,0.957773004
ENSDARG00000054537,2198.262078,-0.014834615,0.85766055,0.957773004
ENSDARG00000001769,4351.737283,0.01210273,0.857694539,0.957773004
ENSDARG00000053026,215.704416,0.024844827,0.857775289,0.957810681
ENSDARG00000089746,11.57407628,-0.039603714,0.857835348,NA
ENSDARG00000088522,39.06887426,0.04052571,0.857847755,NA
ENSDARG00000092458,355.7175549,0.032648875,0.857873089,0.957867392
ENSDARG00000078489,389.0710248,0.040707999,0.857942086,0.957891939
ENSDARG00000014480,61.85821156,-0.034066564,0.85798461,NA
ENSDARG00000082882,20.41549513,-0.040357545,0.85798567,NA
ENSDARG00000004256,12.61652915,0.039785101,0.858052947,NA
ENSDARG00000057853,10385.28753,0.017564216,0.858148272,0.958069647
ENSDARG00000092762,24.88083399,0.040688436,0.858180897,NA
ENSDARG00000086117,32.43998183,0.030440628,0.858239285,NA
ENSDARG00000085745,26.63048662,0.032471447,0.858243606,NA
ENSDARG00000087187,321.5319453,-0.029694174,0.858250515,0.958097787
ENSDARG00000090592,15.31142902,-0.029805767,0.858277551,NA
ENSDARG00000020219,321.5617805,0.031700377,0.858288171,0.958097787
ENSDARG00000094112,286.8317311,0.024741706,0.858358585,0.958097787
ENSDARG00000077309,35.50822446,0.038521639,0.858391945,NA
ENSDARG00000061805,114.0340389,-0.034697576,0.858441151,0.958097787
ENSDARG00000010145,300.7709659,0.024867163,0.858448958,0.958097787
ENSDARG00000069893,1383.737233,-0.021177059,0.858475086,0.958097787
ENSDARG00000037528,527.5077394,-0.023642642,0.85852831,0.958097787
ENSDARG00000016981,1083.518727,-0.02022079,0.858549663,0.958097787
ENSDARG00000077167,31.5796672,-0.04053209,0.858571125,NA
ENSDARG00000075899,492.3189618,-0.022329379,0.858612816,0.958115786
ENSDARG00000095148,30.41518412,0.037805961,0.85861676,NA
ENSDARG00000052427,371.6767785,0.029513288,0.858771873,0.958240795
ENSDARG00000030092,1455.235709,-0.020806769,0.85894231,0.958249801
ENSDARG00000077893,53.38742456,0.039075012,0.858977638,NA
ENSDARG00000044688,383.5229958,-0.020572027,0.858993914,0.958249801
ENSDARG00000060288,2149.8926,-0.016244724,0.858996072,0.958249801
ENSDARG00000042967,95.84430922,0.033384949,0.859013557,0.958249801
ENSDARG00000087855,459.7090804,0.025906359,0.859048531,0.958249801
ENSDARG00000040982,100.7097277,0.03190284,0.859091131,0.958249801
ENSDARG00000029612,802.060361,-0.014591376,0.85913889,0.958249801
ENSDARG00000038867,80.11075137,-0.037058935,0.85915535,NA
ENSDARG00000060341,777.2522761,0.019910187,0.85915619,0.958249801
ENSDARG00000076403,21.40467314,0.037693343,0.859206191,NA
ENSDARG00000090987,10.27863305,0.03648861,0.859292262,NA
ENSDARG00000076687,39.5410376,0.040363461,0.859387945,NA
ENSDARG00000090763,13.909281,-0.03984488,0.859392174,NA
ENSDARG00000045940,7830.534549,0.013756646,0.85944066,0.9584657
ENSDARG00000008592,1020.816934,0.016723804,0.859443845,0.9584657
ENSDARG00000034480,1490.866564,-0.016658942,0.85959453,0.958546004
ENSDARG00000078017,44.99738815,-0.039830983,0.859652273,NA
ENSDARG00000096367,325.2528049,0.030961985,0.859668275,0.958546004
ENSDARG00000084988,18.90634218,-0.040234999,0.859709105,NA
ENSDARG00000043818,504.8518665,0.026827346,0.859767914,0.958546004
ENSDARG00000051823,1052.866256,0.024522412,0.859796402,0.958546004
ENSDARG00000001825,183.4272157,0.037361639,0.859804267,0.958546004
ENSDARG00000090416,922.3030819,0.031007991,0.859851514,0.958546004
ENSDARG00000089204,354.819139,-0.020833356,0.85987651,0.958546004
ENSDARG00000088887,16.09586054,-0.035678601,0.859883806,NA
ENSDARG00000044271,1465.723045,-0.016609777,0.859892214,0.958546004
ENSDARG00000094663,8.640068802,0.019146349,0.859965061,NA
ENSDARG00000091727,251.5460134,-0.032117009,0.85999273,0.958572434
ENSDARG00000040695,1703.759891,0.024884389,0.860055902,0.958572434
ENSDARG00000041631,1206.210026,-0.012453543,0.860057063,0.958572434
ENSDARG00000095568,9.274506872,0.036789208,0.860153442,NA
ENSDARG00000079119,364.4157174,-0.029805797,0.86018667,0.958649485
ENSDARG00000035471,767.1218204,0.016504645,0.860220296,0.958649485
ENSDARG00000015126,2939.202551,0.022489016,0.860343721,0.958682649
ENSDARG00000079155,104.2293087,-0.03914895,0.860344159,0.958682649
ENSDARG00000012057,26.06389518,-0.033239131,0.860371975,NA
ENSDARG00000074659,428.3462147,0.024346152,0.860400581,0.95869309
ENSDARG00000003414,36.36346584,-0.036348605,0.860435451,NA
ENSDARG00000086140,11.61385809,0.030661376,0.860471606,NA
ENSDARG00000068417,58.23358545,0.037246062,0.860763126,NA
ENSDARG00000088523,89.17545263,0.030025775,0.860892721,NA
ENSDARG00000024452,772.4024278,0.016777156,0.860923079,0.959189712
ENSDARG00000037057,5441.409204,-0.013316243,0.86096189,0.959189712
ENSDARG00000096458,19.38974259,-0.030206487,0.860963969,NA
ENSDARG00000002353,193.5988049,0.029386946,0.860987516,0.959189712
ENSDARG00000088547,988.2784716,0.030358778,0.86112084,0.959285791
ENSDARG00000071059,472.8566648,0.019577167,0.861269947,0.95939944
ENSDARG00000074617,808.106232,0.02919148,0.861377445,0.959414479
ENSDARG00000061762,237.4130984,0.031461733,0.861377623,0.959414479
ENSDARG00000095966,24.21659918,-0.039354306,0.861451725,NA
ENSDARG00000053678,142.7853992,-0.032954402,0.861468573,0.95946333
ENSDARG00000007425,493.4462539,0.029683909,0.861516756,0.959464548
ENSDARG00000053992,511.6418371,0.019886214,0.861610564,0.959497831
ENSDARG00000061161,265.8180693,-0.030039215,0.861640825,0.959497831
ENSDARG00000075368,43.03581125,0.037808603,0.8616748,NA
ENSDARG00000039951,80.65006016,-0.029819558,0.861749557,NA
ENSDARG00000062472,1551.824021,-0.011939542,0.861754098,0.959571524
ENSDARG00000091384,17.26906483,0.039323257,0.86178192,NA
ENSDARG00000053649,11.37495453,0.02876741,0.861788771,NA
ENSDARG00000056960,966.860977,0.027918983,0.861835856,0.959592333
ENSDARG00000088531,11.13997015,-0.029062767,0.861904541,NA
ENSDARG00000006422,929.1353782,-0.031840224,0.861936371,0.959592333
ENSDARG00000035132,984.7121127,0.017014195,0.86194136,0.959592333
ENSDARG00000043257,21784.64316,-0.01678109,0.862012554,0.959592333
ENSDARG00000039435,738.7291949,-0.01727645,0.862093237,0.959592333
ENSDARG00000095462,2174.097334,0.030025278,0.862145469,0.959592333
ENSDARG00000094482,184.9506172,0.030297699,0.862148128,0.959592333
ENSDARG00000016608,271.1891613,0.031602449,0.862149558,0.959592333
ENSDARG00000031836,2057.42737,0.014506002,0.862209904,0.959607079
ENSDARG00000095507,5366.838694,-0.018665527,0.862266447,0.959617591
ENSDARG00000053183,72.77353934,-0.033059832,0.862392718,NA
ENSDARG00000006878,467.7575631,0.016559281,0.862398057,0.959634334
ENSDARG00000088344,156.070238,-0.031480474,0.862400914,0.959634334
ENSDARG00000079835,899.5650891,0.016029391,0.862422787,0.959634334
ENSDARG00000095573,10.79144689,0.038100851,0.862433916,NA
ENSDARG00000063036,2247.195315,-0.016003889,0.862472622,0.959637379
ENSDARG00000073709,27.49954533,-0.03904117,0.862503032,NA
ENSDARG00000068400,719.1499191,0.014798332,0.862606925,0.959708724
ENSDARG00000033967,136.8818968,-0.031123841,0.862635421,0.959708724
ENSDARG00000089751,12.85927222,0.03821158,0.862689218,NA
ENSDARG00000030621,96.00570995,0.031030632,0.86273159,0.959708724
ENSDARG00000058966,211.1470484,0.028614587,0.862741627,0.959708724
ENSDARG00000056152,1451.760423,-0.018918607,0.862772256,0.959708724
ENSDARG00000078253,27.33221109,0.039335892,0.862792295,NA
ENSDARG00000074603,824.5169835,-0.039029298,0.862825539,0.959715599
ENSDARG00000086632,222.3209695,-0.034815463,0.862872807,0.959715784
ENSDARG00000055160,39.88834391,0.037643201,0.862971534,NA
ENSDARG00000094072,41.66474524,0.039289641,0.863019806,NA
ENSDARG00000083702,13.18719798,-0.039158457,0.863058417,NA
ENSDARG00000077437,1374.053341,-0.022041901,0.863141471,0.959922797
ENSDARG00000045873,185.0300849,-0.023919653,0.863153157,0.959922797
ENSDARG00000090753,26.64479693,-0.039138402,0.863239817,NA
ENSDARG00000089679,1683.208221,0.024941055,0.863320283,0.960056258
ENSDARG00000090765,41.72403837,-0.038258327,0.86335663,NA
ENSDARG00000094126,20.75368124,-0.039077368,0.863393451,NA
ENSDARG00000077499,1935.249538,0.016244367,0.863417306,0.960058185
ENSDARG00000093684,361.993502,0.021205151,0.863437153,0.960058185
ENSDARG00000096058,79.866206,0.033769594,0.863453895,NA
ENSDARG00000075886,59.2876147,-0.034827197,0.863482646,NA
ENSDARG00000086898,449.5354854,0.020904712,0.863492828,0.960058185
ENSDARG00000039881,778.8675148,0.016660627,0.863510493,0.960058185
ENSDARG00000076560,2859.80761,0.018351242,0.863611927,0.960099063
ENSDARG00000042732,1836.750878,-0.022127079,0.863668982,0.960099063
ENSDARG00000089548,26.92293441,0.039064298,0.863681803,NA
ENSDARG00000092584,553.1859813,0.028315447,0.863739777,0.960099063
ENSDARG00000077677,247.0961993,-0.020770932,0.863810135,0.960099063
ENSDARG00000014954,792.49931,-0.022510573,0.863833423,0.960099063
ENSDARG00000087055,1279.055251,0.022129685,0.863841123,0.960099063
ENSDARG00000035686,73.60391124,-0.030579953,0.863854522,NA
ENSDARG00000057231,2958.700039,0.013111112,0.863877111,0.960099063
ENSDARG00000093383,35.81774244,0.037365063,0.864005049,NA
ENSDARG00000015879,90.33111686,0.033748246,0.864057673,NA
ENSDARG00000074903,500.4609038,-0.015711249,0.864060287,0.960214385
ENSDARG00000039386,1049.002884,-0.015170271,0.864075129,0.960214385
ENSDARG00000044380,483.2637169,0.019829967,0.864156364,0.960252286
ENSDARG00000046021,178.3258201,0.03219588,0.864361789,0.960406318
ENSDARG00000069298,2753.145333,-0.009614314,0.86444977,0.960406318
ENSDARG00000030478,3223.96749,-0.021970953,0.864498438,0.960406318
ENSDARG00000088945,16.69357837,0.027505371,0.864516365,NA
ENSDARG00000090431,438.195205,-0.016889019,0.864530628,0.960406318
ENSDARG00000056874,884.5404086,-0.027695792,0.864609079,0.960406318
ENSDARG00000005159,380.5783309,0.018969384,0.864624656,0.960406318
ENSDARG00000093527,634.2242772,0.024970509,0.864690987,0.960406318
ENSDARG00000062267,4398.49844,0.008604416,0.864695807,0.960406318
ENSDARG00000018159,1129.575707,-0.019231745,0.86471921,0.960406318
ENSDARG00000096182,18.9963766,0.037252905,0.864864011,NA
ENSDARG00000040251,5416.357739,-0.024560596,0.86487155,0.960412302
ENSDARG00000017173,593.4784887,0.027468963,0.86492457,0.960412302
ENSDARG00000035682,5551.644938,-0.016345292,0.865025923,0.960412302
ENSDARG00000061759,1988.118965,0.01220232,0.865125264,0.960412302
ENSDARG00000038207,3794.040331,0.019281495,0.865139062,0.960412302
ENSDARG00000079451,246.4091098,0.029382365,0.865145337,0.960412302
ENSDARG00000030887,677.0437933,-0.026665915,0.865174267,0.960412302
ENSDARG00000003032,26896.854,-0.007422036,0.865209347,0.960412302
ENSDARG00000023627,1971.787929,0.016887214,0.865248799,0.960412302
ENSDARG00000090384,87.71532712,-0.015453949,0.86525908,NA
ENSDARG00000079827,123.4848395,-0.026308988,0.865295504,0.960412302
ENSDARG00000090253,95.47638721,-0.032074473,0.865295821,0.960412302
ENSDARG00000087781,254.6384752,-0.027344829,0.865330087,0.960412302
ENSDARG00000059853,289.7560452,0.032456663,0.865365474,0.960412302
ENSDARG00000089933,655.0688678,-0.023554095,0.865384513,0.960412302
ENSDARG00000075025,558.9089274,0.016611413,0.865475044,0.960460459
ENSDARG00000096187,30.30035524,-0.03857795,0.865493374,NA
ENSDARG00000081271,36.54638023,0.037434923,0.865573805,NA
ENSDARG00000086682,36.54638023,0.037434923,0.865573805,NA
ENSDARG00000089145,36.54638023,0.037434923,0.865573805,NA
ENSDARG00000070049,27.48221442,-0.037847715,0.865587061,NA
ENSDARG00000024433,38700.9594,-0.015306292,0.865597312,0.960500257
ENSDARG00000053143,81.59016955,0.035949887,0.865638214,NA
ENSDARG00000084833,14.59595662,-0.021423062,0.865686888,NA
ENSDARG00000058821,1601.925273,-0.013015548,0.865687822,0.960500257
ENSDARG00000076425,175.5210523,-0.024432495,0.865705666,0.960500257
ENSDARG00000094896,257.7367113,0.024984448,0.865756803,0.960500257
ENSDARG00000069697,22.67622378,-0.038508003,0.865765095,NA
ENSDARG00000036567,76.03694391,-0.037309721,0.865774591,NA
ENSDARG00000037773,943.9503098,0.016357316,0.865790515,0.960500257
ENSDARG00000094504,745.3537531,0.015073899,0.865793753,0.960500257
ENSDARG00000077377,77.5788257,-0.035197403,0.865846775,NA
ENSDARG00000078387,362.7579323,0.027146776,0.865880977,0.960544721
ENSDARG00000006990,433.0680447,-0.029883983,0.865949737,0.960568701
ENSDARG00000089149,22.36616725,0.037628139,0.866094098,NA
ENSDARG00000089883,80.40037071,-0.029771632,0.866162087,NA
ENSDARG00000074947,221.5141023,-0.025862998,0.866290638,0.960889375
ENSDARG00000006617,2243.163231,-0.013168951,0.866333144,0.960889375
ENSDARG00000078070,11.95155008,0.035228051,0.866381754,NA
ENSDARG00000078741,597.2261828,-0.021968606,0.866470282,0.960989167
ENSDARG00000029431,50.08344588,-0.035899116,0.866595158,NA
ENSDARG00000002184,1391.447917,-0.02037667,0.866692283,0.961108241
ENSDARG00000075745,39.57005445,-0.028279595,0.86669815,NA
ENSDARG00000092606,264.2252289,-0.024802156,0.866789072,0.961108241
ENSDARG00000030465,2601.688141,-0.022447778,0.8667959,0.961108241
ENSDARG00000091235,110.1688399,0.030468331,0.866828679,0.961108241
ENSDARG00000015978,5603.117052,0.010843096,0.866850926,0.961108241
ENSDARG00000052482,1604.744242,0.016913705,0.8668717,0.961108241
ENSDARG00000075726,477.324848,-0.015179776,0.866907841,0.961108241
ENSDARG00000084772,35.03922648,-0.036349948,0.86695284,NA
ENSDARG00000069177,25.57559127,0.030902404,0.866965069,NA
ENSDARG00000071703,64.36832158,0.03714751,0.867011092,NA
ENSDARG00000041689,928.2253856,0.021618355,0.867037665,0.961199871
ENSDARG00000063258,908.0327421,-0.015715609,0.867112426,0.961224643
ENSDARG00000075714,36.08358292,0.038075062,0.867171162,NA
ENSDARG00000063321,460.2819213,0.02081513,0.867201863,0.961224643
ENSDARG00000087955,742.7882322,0.029929219,0.867219949,0.961224643
ENSDARG00000086695,26.90956125,0.038016807,0.867244819,NA
ENSDARG00000067979,409.8090229,-0.017801006,0.867248717,0.961224643
ENSDARG00000079691,42.30009717,0.037853689,0.867252282,NA
ENSDARG00000078640,385.6519633,-0.024042801,0.86738393,0.961322213
ENSDARG00000023815,601.9506978,0.020273935,0.867543026,0.961381914
ENSDARG00000087967,61.64081157,0.037966459,0.867580904,NA
ENSDARG00000089298,22.37983006,-0.037842942,0.867589616,NA
ENSDARG00000054300,2153.772912,-0.016042125,0.867636123,0.961381914
ENSDARG00000036045,147.7070587,-0.037676961,0.867636952,0.961381914
ENSDARG00000014323,887.9806129,-0.01515934,0.867643239,0.961381914
ENSDARG00000015902,1432.185592,0.016876018,0.867673719,0.961381914
ENSDARG00000077430,60.56630452,-0.036161024,0.867798957,NA
ENSDARG00000035990,2226.105909,0.025138223,0.867804188,0.961399587
ENSDARG00000063430,1315.200164,0.029179754,0.867884296,0.961399587
ENSDARG00000076451,1736.180849,-0.01341445,0.86788706,0.961399587
ENSDARG00000091642,316.0459404,0.022087413,0.86791499,0.961399587
ENSDARG00000026444,651.3598906,0.022011391,0.867952568,0.961399587
ENSDARG00000004301,642.1449697,-0.022028201,0.867993432,0.961399587
ENSDARG00000031051,1229.096584,0.026695944,0.868063353,0.961399587
ENSDARG00000038996,137.8878925,0.028329533,0.868114932,0.961399587
ENSDARG00000095287,7301.224658,-0.017446813,0.868164355,0.961399587
ENSDARG00000084290,18.79115522,-0.022660927,0.86825457,NA
ENSDARG00000059196,131.2655964,0.032216943,0.868281916,0.961399587
ENSDARG00000039133,1907.173969,0.029427259,0.868286153,0.961399587
ENSDARG00000016623,5622.305945,0.017532811,0.868334072,0.961399587
ENSDARG00000014790,2217.138937,-0.014528728,0.868349693,0.961399587
ENSDARG00000091992,23.91676319,0.037320363,0.868361954,NA
ENSDARG00000078179,1188.217812,-0.016745628,0.868437565,0.961399587
ENSDARG00000078152,211.2768332,0.023452508,0.868453971,0.961399587
ENSDARG00000001220,6595.950452,0.012898368,0.868486314,0.961399587
ENSDARG00000042839,348.1174458,0.025833844,0.868491818,0.961399587
ENSDARG00000095809,10.51272089,0.036551804,0.86859573,NA
ENSDARG00000076830,14748.05886,-0.037446596,0.868660587,0.961519788
ENSDARG00000076937,146.1829269,0.030511656,0.868694785,0.961519788
ENSDARG00000095564,20.67618127,-0.037565705,0.868730105,NA
ENSDARG00000062078,614.9922782,-0.017931356,0.868838666,0.961579374
ENSDARG00000023814,1176.640374,0.019366981,0.868843008,0.961579374
ENSDARG00000089974,16.71169511,0.037403957,0.868898008,NA
ENSDARG00000056855,287.9451797,0.021831367,0.868974674,0.961581108
ENSDARG00000063611,222.2836404,0.033085805,0.868998058,0.961581108
ENSDARG00000007955,4840.554298,0.019004441,0.869000348,0.961581108
ENSDARG00000075532,695.5034656,0.015296713,0.869033351,0.961581108
ENSDARG00000006060,950.4807598,0.021190358,0.869140921,0.961647911
ENSDARG00000094461,9.779530875,0.031079566,0.869216808,NA
ENSDARG00000078057,94.4121131,0.029226244,0.869300518,0.961772267
ENSDARG00000045681,351.6514918,-0.021784418,0.869347791,0.961772343
ENSDARG00000070039,21.32540816,-0.035171591,0.869389942,NA
ENSDARG00000086084,32.17869109,-0.037444791,0.869452763,NA
ENSDARG00000083749,14.18152266,-0.025075601,0.869459241,NA
ENSDARG00000088551,333.7172567,0.026783383,0.869491738,0.961786639
ENSDARG00000092350,291.0659193,-0.036367436,0.869510541,0.961786639
ENSDARG00000025108,400.0503967,0.024992959,0.869553869,0.961786639
ENSDARG00000070913,664.0149372,-0.021579334,0.869599161,0.961786639
ENSDARG00000095875,343.7933717,-0.030602925,0.869631719,0.961786639
ENSDARG00000071446,40.80027206,0.037054323,0.869662646,NA
ENSDARG00000007080,537.8124502,-0.032835709,0.869684982,0.961786639
ENSDARG00000091764,475.7920758,0.02841133,0.869691143,0.961786639
ENSDARG00000041348,12.80808499,0.036039802,0.869732404,NA
ENSDARG00000088036,76.15912685,0.031572748,0.869760293,NA
ENSDARG00000089739,131.682771,0.026449198,0.869767183,0.961815255
ENSDARG00000088232,1602.447708,-0.012577526,0.86981143,0.961815255
ENSDARG00000058284,554.571177,0.016547604,0.870077482,0.962057236
ENSDARG00000055787,48.14293299,0.034887087,0.870096377,NA
ENSDARG00000019658,102.1975212,-0.031044193,0.870368304,0.962160059
ENSDARG00000071333,321.8751058,-0.018688158,0.870395155,0.962160059
ENSDARG00000067563,81.35095505,-0.034023524,0.870476782,NA
ENSDARG00000023484,218.7427872,0.020379951,0.870479599,0.962160059
ENSDARG00000087769,430.8191408,-0.020272069,0.870492292,0.962160059
ENSDARG00000055359,198.7692815,0.027620852,0.870499442,0.962160059
ENSDARG00000079653,28.72253444,0.036849076,0.870516844,NA
ENSDARG00000010042,964.8412193,-0.02215951,0.870528566,0.962160059
ENSDARG00000054543,497.8765051,-0.020023249,0.870545254,0.962160059
ENSDARG00000062156,390.187722,0.028958019,0.870587535,0.962160059
ENSDARG00000068258,511.8733325,-0.018275384,0.870595477,0.962160059
ENSDARG00000094279,84.44800735,-0.029015104,0.870627969,NA
ENSDARG00000060357,885.8262737,0.013659107,0.870682656,0.962204216
ENSDARG00000025601,11.95273363,-0.036646408,0.870730958,NA
ENSDARG00000056594,183.7968761,-0.035295245,0.870755194,0.962232188
ENSDARG00000094477,12.06188398,-0.028875548,0.87079109,NA
ENSDARG00000087417,972.7922089,-0.016844025,0.870867542,0.962274874
ENSDARG00000040466,17060.58621,-0.028795667,0.870917929,0.962274874
ENSDARG00000095843,826.0231679,-0.02532005,0.870935507,0.962274874
ENSDARG00000088673,80.94951114,-0.036233589,0.871066181,NA
ENSDARG00000029859,114.6127904,-0.030794412,0.871069757,0.962371017
ENSDARG00000071906,2180.802045,-0.020921113,0.871213568,0.962477712
ENSDARG00000023656,12.20674532,0.033189168,0.87126787,NA
ENSDARG00000005713,1267.179269,0.031288029,0.871272002,0.96249008
ENSDARG00000083881,13.93612023,-0.019951655,0.871428186,NA
ENSDARG00000095375,17.29744111,0.034593913,0.871452077,NA
ENSDARG00000091128,183.7603487,-0.027914668,0.871466671,0.962614003
ENSDARG00000085135,15.62493218,0.033331712,0.871504578,NA
ENSDARG00000018817,257.0536139,0.028602148,0.871545482,0.962614003
ENSDARG00000089312,172.382055,-0.036419221,0.871567337,0.962614003
ENSDARG00000078099,123.0961396,-0.030373113,0.871573159,0.962614003
ENSDARG00000089931,90.06573394,-0.030905929,0.87169512,NA
ENSDARG00000087217,1727.51911,0.015390133,0.871743094,0.96271941
ENSDARG00000062025,3612.466834,-0.024744085,0.871763098,0.96271941
ENSDARG00000093406,7367.76876,0.008256309,0.87204484,0.962903126
ENSDARG00000002898,123.9740127,0.026816362,0.872057844,0.962903126
ENSDARG00000091495,21.16247772,-0.031351764,0.872059102,NA
ENSDARG00000014545,670.9779961,-0.016573906,0.872071233,0.962903126
ENSDARG00000089721,62.07998809,-0.034619662,0.872172849,NA
ENSDARG00000095799,33.02309779,0.036640661,0.87223686,NA
ENSDARG00000025600,19.28948813,0.036608193,0.872259901,NA
ENSDARG00000092708,31.1453209,0.036444169,0.872265361,NA
ENSDARG00000001891,92.48563217,0.033271024,0.872283684,0.963039059
ENSDARG00000032565,438.5202482,0.035635967,0.872288875,0.963039059
ENSDARG00000056078,1588.807111,0.014344078,0.872371264,0.963077834
ENSDARG00000089603,48.63028862,0.034468633,0.872408033,NA
ENSDARG00000057769,13.11288917,-0.035186973,0.872428179,NA
ENSDARG00000095707,137.6811568,0.024482179,0.872439696,0.963101198
ENSDARG00000055852,44.20205107,0.036380594,0.8724637,NA
ENSDARG00000095915,7887.668855,-0.01538691,0.87252814,0.963146649
ENSDARG00000079144,90.12909343,0.032618808,0.872600165,NA
ENSDARG00000090086,311.8286792,0.022496814,0.872618036,0.963193699
ENSDARG00000052703,666.7858078,-0.027969757,0.872694269,0.963225663
ENSDARG00000032614,744.883543,-0.01464263,0.872770832,0.963257987
ENSDARG00000092994,65.12444782,0.032571986,0.87286426,NA
ENSDARG00000069423,97.54802704,0.02943495,0.873045464,0.96335937
ENSDARG00000075027,803.7005317,-0.019132364,0.873123981,0.96335937
ENSDARG00000037790,1288.806838,0.021529422,0.873170702,0.96335937
ENSDARG00000052697,851.7611596,0.015322731,0.873173745,0.96335937
ENSDARG00000071319,718.4578439,0.021207379,0.873184842,0.96335937
ENSDARG00000076958,104.7876217,-0.036353369,0.873227869,0.96335937
ENSDARG00000088824,12.61403886,-0.0325146,0.873243585,NA
ENSDARG00000093123,327.83752,0.034958943,0.873289198,0.96335937
ENSDARG00000086327,128.4928216,-0.029924461,0.873293747,0.96335937
ENSDARG00000091952,2236.926299,-0.013616457,0.873299967,0.96335937
ENSDARG00000076585,603.9404161,0.017487367,0.873335506,0.96335937
ENSDARG00000090614,113.9822869,-0.03584409,0.873416206,0.963369631
ENSDARG00000016128,840.4182089,0.016486593,0.873470542,0.963369631
ENSDARG00000011459,3957.91016,-0.012554972,0.873527393,0.963369631
ENSDARG00000038321,4616.702223,0.036265595,0.873533935,0.963369631
ENSDARG00000095215,325.7255083,0.036087052,0.873628828,0.963422136
ENSDARG00000095195,13.58957819,0.035688774,0.873822094,NA
ENSDARG00000086655,74.59862118,-0.034511139,0.873862069,NA
ENSDARG00000096471,104.6601389,-0.032268942,0.873888493,0.963605862
ENSDARG00000062934,121.8303939,0.026888793,0.873893399,0.963605862
ENSDARG00000094911,551.8338207,-0.017442693,0.873937311,0.963605862
ENSDARG00000095750,194.6042718,0.029832915,0.874007505,0.96363111
ENSDARG00000087859,14.92660484,0.035904719,0.874068579,NA
ENSDARG00000075115,594.0240374,0.034350992,0.874104473,0.963685874
ENSDARG00000022620,11.04147533,0.034354499,0.874196852,NA
ENSDARG00000029480,1280.345118,-0.011146759,0.874339221,0.963881801
ENSDARG00000041616,251.5116284,0.022351486,0.874376802,0.963881801
ENSDARG00000093241,120.9345537,0.032090638,0.87446351,0.963901742
ENSDARG00000038540,23.78013302,0.035876881,0.874481926,NA
ENSDARG00000096250,178.0891922,-0.025893747,0.874489507,0.963901742
ENSDARG00000092020,37.61370258,-0.035770174,0.874500656,NA
ENSDARG00000021345,68.6321969,0.033032454,0.874537775,NA
ENSDARG00000089903,54.55989722,-0.035540097,0.874541556,NA
ENSDARG00000069800,22.57719562,-0.035445227,0.874556707,NA
ENSDARG00000060383,642.5134892,0.0174223,0.874605765,0.963977738
ENSDARG00000011283,9.203158253,0.033603576,0.874635884,NA
ENSDARG00000087605,16.10079955,-0.033264854,0.874652812,NA
ENSDARG00000088849,9.815586374,0.027330672,0.874719898,NA
ENSDARG00000091407,9.815586374,0.027330672,0.874719898,NA
ENSDARG00000071667,33.44058309,0.034356934,0.874743135,NA
ENSDARG00000003866,7598.249387,0.012761558,0.874779713,0.964117307
